survey,year,site,block,treatment,plot,date,species,tag_number,dead,ht_m,l_m,w_m,circ_cm,no_stems
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Acacia_brevispica,43,N,1.94,1.5,2.1,6,5
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,43,N,2.09,2.4,2.2,6,6
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,43,N,2.23,2.4,2.3,6,6
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Acacia_brevispica,43,N,2.35,4.8,2.4,8,6
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Acacia_brevispica,43,N,2.42,2.8,1.9,8,5
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Acacia_brevispica,43,N,2.5,2.8,2,9,6
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Acacia_brevispica,44,N,2.1,1.3,1.35,10.4,6
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Acacia_brevispica,44,N,2.25,1.4,1.25,8.8,4
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Acacia_brevispica,44,N,2.75,1.65,1.25,8,7
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Acacia_brevispica,44,N,2.9,3.9,2.4,9,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Acacia_brevispica,44,N,2.98,2.25,2.25,10,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,44,N,2.85,1.9,1.7,7,7
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,44,N,3.13,2.5,2.2,6,7
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Acacia_brevispica,44,N,3.1,3.3,3.3,8,7
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Acacia_brevispica,44,N,3.2,2.6,1.9,8,7
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Acacia_brevispica,44,N,3.3,2.5,2,8,10
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Acacia_brevispica,45,N,1.4,0.9,1.2,8.2,5
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Acacia_brevispica,45,N,1.35,1.25,1.45,8.8,6
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Acacia_brevispica,45,N,1.8,1.4,1.55,11,9
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Acacia_brevispica,45,N,1.65,1.5,1.3,10,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Acacia_brevispica,45,Y,NA,NA,NA,NA,NA
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Acacia_brevispica,46,N,1.15,1,1.05,3.1,1
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Acacia_brevispica,46,N,0.9,1.25,0.8,2.2,2
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Acacia_brevispica,46,N,1.35,1,0.95,4,3
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Acacia_brevispica,46,N,1.8,2,1.8,6,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Acacia_brevispica,46,N,2.42,1.8,1.8,4.5,2
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,46,N,2.74,1.95,1.55,5,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,46,N,2.8,2.5,2.2,4,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Acacia_brevispica,46,N,4.5,4.8,4.6,6,2
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Acacia_brevispica,46,N,4.34,2.3,2.2,5,1
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Acacia_brevispica,46,N,4.35,2.3,2.3,6,2
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Acacia_brevispica,47,N,1.9,4.3,2.1,3.7,12
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Acacia_brevispica,47,N,2.29,4.15,3.45,5,13
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Acacia_brevispica,47,N,2.9,3.7,4.4,7,NA
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Acacia_brevispica,47,N,3.4,3.7,3.4,8,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Acacia_brevispica,47,N,3.51,4.3,4.4,5.5,6
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,47,N,2.75,2.1,2.05,6,8
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,47,N,2.92,4.5,3.9,5.7,10
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Acacia_brevispica,47,N,2.95,3.6,3.5,7,8
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Acacia_brevispica,47,N,2.45,3.2,2.8,6,2
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Acacia_brevispica,47,N,2.46,3.2,2.8,6,2
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Acacia_brevispica,48,N,2.85,2.1,1.4,3.4,2
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Acacia_brevispica,48,N,3.42,2.05,2.45,4.2,2
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Acacia_brevispica,48,N,NA,NA,NA,NA,NA
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Acacia_brevispica,48,N,6.41,4.7,5,7,2
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,48,N,4.84,3.6,3.2,8.3,3
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,48,N,5.4,4.1,3.7,8.5,3
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Acacia_brevispica,48,N,4.78,3.4,4.2,10,3
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Acacia_brevispica,48,N,4.4,3.9,3.4,10.5,2
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Acacia_brevispica,48,N,4.4,4,3.5,10,2
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Acacia_brevispica,49,N,2.6,2.3,2.5,6.5,9
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Acacia_brevispica,49,N,2.8,2.95,2.85,6.8,5
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Acacia_brevispica,49,N,4,3.2,3.1,8,5
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Acacia_brevispica,49,N,4.24,4.2,4,8,5
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,49,N,3.89,3.8,3.2,8,3
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,49,N,4.68,4.1,6,7.7,3
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Acacia_brevispica,49,N,3.9,4.2,3.8,8.5,4
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Acacia_brevispica,49,N,3.75,3.7,2.8,8,3
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Acacia_brevispica,49,N,3.82,3.6,2.85,9,3
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Acacia_brevispica,50,N,2.45,2.3,1.8,3.3,3
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Acacia_brevispica,50,N,2.85,2.1,1.95,3.5,4
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Acacia_brevispica,50,N,3.65,2.9,3,6,7
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Acacia_brevispica,50,N,4.45,3.75,3.55,7,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,50,N,4.53,2.8,2.65,6,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,50,N,4.32,3,2.4,5.5,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Acacia_brevispica,50,N,4.42,2.7,2.4,7,1
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Acacia_brevispica,50,N,4.15,3.2,2.7,7,1
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Acacia_brevispica,50,N,4.22,3.2,2.7,7,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,51,N,5.28,3.1,2.8,6,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,51,N,5.28,2.5,2.2,5.5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,52,N,3.97,3.4,2.8,5,2
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,52,N,4.2,1.6,1.8,5.8,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,53,N,2.99,2.8,2.6,8.3,7
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,53,N,3.01,4.5,3.9,7.7,7
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_brevispica,54,N,3.78,2.85,2.65,7,5
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_brevispica,54,N,3.7,3.5,2.6,8,5
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Croton_dichogamus,61,N,2.2,2.8,3,11.7,1
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Croton_dichogamus,61,N,2.4,2.6,3.4,11.9,1
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Croton_dichogamus,61,N,2.3,3.15,2.8,15,1
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Croton_dichogamus,61,N,2.4,4.2,3.4,16,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Croton_dichogamus,61,N,2.58,3.8,4.7,15,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Croton_dichogamus,61,N,2.4,3.6,3.5,15,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Croton_dichogamus,61,N,2.34,4.3,4.1,14.5,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Croton_dichogamus,61,N,1.9,2.7,2.7,17,1
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Croton_dichogamus,61,N,2,2.8,2.4,16,1
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Croton_dichogamus,61,N,2.03,2.8,2.5,16,1
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Croton_dichogamus,62,N,1.9,1.9,1.4,5.1,3
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Croton_dichogamus,62,N,1.95,2.1,1.65,3.9,3
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Croton_dichogamus,62,N,2.19,1.8,2.2,9,5
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Croton_dichogamus,62,N,3.13,3,3.9,7.5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Croton_dichogamus,62,N,2.8,3.45,2.9,8,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Croton_dichogamus,62,N,3.5,3.4,3.2,7.5,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Croton_dichogamus,62,N,3,4.5,3.8,9,1
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Croton_dichogamus,62,N,3.35,3.9,3.5,9,1
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Croton_dichogamus,62,N,3.35,4,3.5,10,1
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Croton_dichogamus,63,N,0.65,0.65,0.4,3.1,4
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Croton_dichogamus,63,N,0.6,0.65,0.5,2,4
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Croton_dichogamus,63,N,0.71,0.7,0.75,4,6
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Croton_dichogamus,63,N,1.2,1.2,1.1,5,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Croton_dichogamus,63,N,1.67,1.75,2,5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Croton_dichogamus,63,N,1.82,1.95,1.75,6,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Croton_dichogamus,63,N,1.95,2.3,2.2,5.3,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Croton_dichogamus,63,N,1.9,3,3.8,7,1
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Croton_dichogamus,63,N,1.75,2.3,2,7,1
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Croton_dichogamus,63,N,1.82,2.5,2,7,1
1,2009,S,2,MEGA,S2MEGA,24-Jan-09,Croton_dichogamus,64,N,2.17,2.36,3.15,26.1,1
2,2010,S,2,MEGA,S2MEGA,6-Feb-10,Croton_dichogamus,64,N,2.35,3.3,4,12.6,2
3,2011,S,2,MEGA,S2MEGA,21-Jan-11,Croton_dichogamus,64,N,2.45,3,4.1,26,1
4,2012,S,2,MEGA,S2MEGA,17-Jan-12,Croton_dichogamus,64,N,2.25,4.3,3.4,27,1
5,2013,S,2,MEGA,S2MEGA,18-Jan-13,Croton_dichogamus,64,N,2.05,3.9,4.1,17,1
6,2014,S,2,MEGA,S2MEGA,10-Mar-14,Croton_dichogamus,64,N,1.94,4,3.4,17,1
7,2015,S,2,MEGA,S2MEGA,26-Sep-15,Croton_dichogamus,64,N,2.04,4.1,3.8,17,1
8,2016,S,2,MEGA,S2MEGA,12-Oct-16,Croton_dichogamus,64,N,1.9,3,4,19,1
9,2017,S,2,MEGA,S2MEGA,16-Aug-17,Croton_dichogamus,64,N,2,3.5,3.1,17,1
10,2019,S,2,MEGA,S2MEGA,18-Nov-19,Croton_dichogamus,64,N,1.79,2.6,3.1,17.1,1
1,2009,S,2,MEGA,S2MEGA,24-Jan-09,Croton_dichogamus,65,N,0.5,0.23,0.19,3.3,3
2,2010,S,2,MEGA,S2MEGA,6-Feb-10,Croton_dichogamus,65,Y,NA,NA,NA,NA,NA
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Balanites_rotundifolia,81,N,2.4,2.1,2,8.2,2
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Balanites_rotundifolia,81,N,2.45,2.1,2,10.9,2
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Balanites_rotundifolia,81,N,2.9,2.65,2.55,18,2
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Balanites_rotundifolia,81,N,3.15,3,2.4,15,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Balanites_rotundifolia,81,N,3.1,4,3.8,13,2
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Balanites_rotundifolia,81,N,3.16,3.1,2.85,13,2
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Balanites_rotundifolia,81,N,3.18,3.3,3.2,12.7,2
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Balanites_rotundifolia,81,N,3.32,4.2,3.2,14,2
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Balanites_rotundifolia,81,N,3.7,3.9,3,13,2
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Balanites_rotundifolia,81,N,3.75,4,3.1,14,2
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Balanites_rotundifolia,82,N,4,2.4,2.2,16.7,2
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Balanites_rotundifolia,82,N,4,3.01,2.7,18.8,1
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Balanites_rotundifolia,82,N,3,2,2.35,27,2
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Balanites_rotundifolia,82,N,4.85,3.8,4.4,26,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Balanites_rotundifolia,82,N,5.78,4.4,3.9,24,2
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Balanites_rotundifolia,82,N,4.46,3.9,3.7,25,2
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Balanites_rotundifolia,82,N,4.6,5.1,4.5,24.1,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Balanites_rotundifolia,82,N,4.01,3.5,4.5,26,2
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Balanites_rotundifolia,82,N,4.4,4.5,4.3,26.5,2
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Balanites_rotundifolia,82,N,4.5,4.5,4.4,27,2
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Balanites_rotundifolia,83,N,2.55,3.1,3.4,21.6,1
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Balanites_rotundifolia,83,N,3.9,3.6,3.1,22.2,1
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Balanites_rotundifolia,83,N,4.55,2.2,2.5,27,1
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Balanites_rotundifolia,83,N,4,3.5,3.2,27,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Balanites_rotundifolia,83,N,4.55,5.9,4.25,27.5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Balanites_rotundifolia,83,N,4.31,4.7,2.95,29,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Balanites_rotundifolia,83,N,4.64,5.1,4.9,29,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Balanites_rotundifolia,83,N,4.35,4.1,5.1,31,1
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Balanites_rotundifolia,83,N,4.2,6.05,4.9,32,1
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Balanites_rotundifolia,83,N,4.2,6.1,5,33,1
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Balanites_rotundifolia,84,N,3.7,4.65,2.78,28.3,1
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Balanites_rotundifolia,84,N,3.8,4.1,4.35,75,1
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Balanites_rotundifolia,84,N,3.75,5.2,3.9,65,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Balanites_rotundifolia,84,N,3.88,4.5,6.5,75,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Balanites_rotundifolia,84,N,4.38,4.9,4.05,75,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Balanites_rotundifolia,84,N,4.23,5.4,4.3,80,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Balanites_rotundifolia,84,N,4.3,6.5,5,55,3
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Balanites_rotundifolia,84,N,4.21,4.8,3.7,80,1
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Balanites_rotundifolia,84,N,4.3,5,3.7,80,1
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Balanites_rotundifolia,85,N,1.5,1,0.75,6.2,1
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Balanites_rotundifolia,85,N,1.6,1.2,1.01,6.7,1
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Balanites_rotundifolia,85,N,1.9,1.55,1.65,15,1
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Balanites_rotundifolia,85,N,2.15,2,1.9,17,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Balanites_rotundifolia,85,N,2.23,2.15,2.7,13,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Balanites_rotundifolia,85,N,2.2,2.3,2.15,12,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Balanites_rotundifolia,85,N,2.4,2.7,2.2,13,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Balanites_rotundifolia,85,N,2.95,3.9,3.8,15,1
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Balanites_rotundifolia,85,N,3.1,3.7,2.2,16,1
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Balanites_rotundifolia,85,N,3.2,3.8,2.3,16,1
1,2009,S,2,TOTAL,S2TOTAL,23-Jan-09,Balanites_rotundifolia,86,N,1,0.65,0.4,11.4,1
2,2010,S,2,TOTAL,S2TOTAL,8-Feb-10,Balanites_rotundifolia,86,N,0.93,1.91,0.87,10.9,1
3,2011,S,2,TOTAL,S2TOTAL,19-Feb-11,Balanites_rotundifolia,86,N,1.15,1.5,1.65,12,1
4,2012,S,2,TOTAL,S2TOTAL,17-Jan-12,Balanites_rotundifolia,86,N,1.65,2.7,2,10,1
5,2013,S,2,TOTAL,S2TOTAL,15-Jan-13,Balanites_rotundifolia,86,N,2.37,1.9,2.85,8,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Balanites_rotundifolia,86,N,2.23,2.25,2.1,8,2
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Balanites_rotundifolia,86,N,2.93,2.9,3.1,20,1
8,2016,S,2,TOTAL,S2TOTAL,31-Oct-16,Balanites_rotundifolia,86,N,3.55,2.8,2.7,16,3
9,2017,S,2,TOTAL,S2TOTAL,15-Aug-17,Balanites_rotundifolia,86,N,3.5,2.8,2.4,36,1
10,2019,S,2,TOTAL,S2TOTAL,11-Nov-19,Balanites_rotundifolia,86,N,3.6,2.8,2.5,36,1
2,2010,S,2,MEGA,S2MEGA,6-Feb-10,Balanites_rotundifolia,87,N,0.23,0.3,0.3,4.7,1
3,2011,S,2,MEGA,S2MEGA,21-Jan-11,Balanites_rotundifolia,87,N,0.3,0.6,0.45,0.7,1
4,2012,S,2,MEGA,S2MEGA,17-Jan-12,Balanites_rotundifolia,87,N,0.35,0.65,0.45,6,1
5,2013,S,2,MEGA,S2MEGA,18-Jan-13,Balanites_rotundifolia,87,N,0.3,0.55,0.3,9,1
6,2014,S,2,MEGA,S2MEGA,10-Mar-14,Balanites_rotundifolia,87,N,0.25,0.85,0.52,10,1
7,2015,S,2,MEGA,S2MEGA,26-Sep-15,Balanites_rotundifolia,87,N,0.28,0.8,0.53,10.3,1
8,2016,S,2,MEGA,S2MEGA,12-Oct-16,Balanites_rotundifolia,87,N,0.52,0.7,0.95,12.3,1
9,2017,S,2,MEGA,S2MEGA,16-Aug-17,Balanites_rotundifolia,87,N,0.5,1.04,0.49,13,1
10,2019,S,2,MEGA,S2MEGA,18-Nov-19,Balanites_rotundifolia,87,N,0.8,0.95,0.98,4.5,1
10,2019,S,2,MEGA,S2MEGA,11-Nov-19,Balanites_rotundifolia,87,N,1.68,2.2,1.9,15.5,2
1,2009,S,2,MEGA,S2MEGA,24-Jan-09,Balanites_rotundifolia,88,N,0.6,0.8,0.75,4,13
2,2010,S,2,MEGA,S2MEGA,6-Feb-10,Balanites_rotundifolia,88,N,0.58,0.6,0.7,4,16
3,2011,S,2,MEGA,S2MEGA,21-Jan-11,Balanites_rotundifolia,88,N,0.6,0.75,0.7,6,1
4,2012,S,2,MEGA,S2MEGA,17-Jan-12,Balanites_rotundifolia,88,N,0.6,0.68,0.5,NA,1
5,2013,S,2,MEGA,S2MEGA,18-Jan-13,Balanites_rotundifolia,88,N,0.6,0.7,0.65,2,1
6,2014,S,2,MEGA,S2MEGA,10-Mar-14,Balanites_rotundifolia,88,N,0.58,0.93,0.9,2.5,1
7,2015,S,2,MEGA,S2MEGA,26-Sep-15,Balanites_rotundifolia,88,N,0.51,1.3,0.89,2,1
8,2016,S,2,MEGA,S2MEGA,12-Oct-16,Balanites_rotundifolia,88,N,1.03,1,0.95,5,22
9,2017,S,2,MEGA,S2MEGA,16-Aug-17,Balanites_rotundifolia,88,N,1.23,1,0.98,3,13
10,2019,S,2,MEGA,S2MEGA,18-Nov-19,Balanites_rotundifolia,88,N,0.49,0.95,0.98,5.5,1
1,2009,S,2,MEGA,S2MEGA,24-Jan-09,Balanites_rotundifolia,89,N,2.62,1.65,2,11.2,2
2,2010,S,2,MEGA,S2MEGA,6-Feb-10,Balanites_rotundifolia,89,N,2.9,2.4,1.8,12.3,2
3,2011,S,2,MEGA,S2MEGA,21-Jan-11,Balanites_rotundifolia,89,N,3.12,2.15,2.4,13,2
4,2012,S,2,MEGA,S2MEGA,17-Jan-12,Balanites_rotundifolia,89,N,3.3,3,2.2,15,1
5,2013,S,2,MEGA,S2MEGA,18-Jan-13,Balanites_rotundifolia,89,N,3.25,3.1,2.8,15.5,2
6,2014,S,2,MEGA,S2MEGA,10-Mar-14,Balanites_rotundifolia,89,N,3.73,2.8,2.2,17,2
7,2015,S,2,MEGA,S2MEGA,26-Sep-15,Balanites_rotundifolia,89,N,3.56,4.3,4.1,18,2
8,2016,S,2,MEGA,S2MEGA,12-Oct-16,Balanites_rotundifolia,89,N,4.38,3.7,3.2,22.5,2
9,2017,S,2,MEGA,S2MEGA,16-Aug-17,Balanites_rotundifolia,89,N,4,4.5,3.3,24,2
10,2019,S,2,MEGA,S2MEGA,18-Nov-19,Balanites_rotundifolia,89,N,3.94,3.9,3.5,NA,2
1,2009,S,2,MEGA,S2MEGA,24-Jan-09,Balanites_rotundifolia,90,N,1.1,1.1,1.05,8.2,1
2,2010,S,2,MEGA,S2MEGA,6-Feb-10,Balanites_rotundifolia,90,N,1.2,1,0.95,7.7,1
3,2011,S,2,MEGA,S2MEGA,21-Jan-11,Balanites_rotundifolia,90,N,1.45,1,1.1,19,1
4,2012,S,2,MEGA,S2MEGA,17-Jan-12,Balanites_rotundifolia,90,N,1.45,1.4,1.3,11,1
5,2013,S,2,MEGA,S2MEGA,18-Jan-13,Balanites_rotundifolia,90,N,2.47,1.4,1.6,16.5,1
6,2014,S,2,MEGA,S2MEGA,10-Mar-14,Balanites_rotundifolia,90,N,2.81,2.2,2,20,1
7,2015,S,2,MEGA,S2MEGA,26-Sep-15,Balanites_rotundifolia,90,N,2.83,2.7,2.4,22,1
8,2016,S,2,MEGA,S2MEGA,12-Oct-16,Balanites_rotundifolia,90,N,2.95,2.3,2.7,28,1
9,2017,S,2,MEGA,S2MEGA,16-Aug-17,Balanites_rotundifolia,90,N,3.2,2.7,2,31,1
10,2019,S,2,MEGA,S2MEGA,18-Nov-19,Balanites_rotundifolia,90,N,3.4,3.52,3.4,35,1
1,2009,S,2,MEGA,S2MEGA,24-Jan-09,Balanites_rotundifolia,91,N,2.25,1.4,1.25,14.7,2
2,2010,S,2,MEGA,S2MEGA,6-Feb-10,Balanites_rotundifolia,91,N,2.55,1.75,1.3,11.4,1
3,2011,S,2,MEGA,S2MEGA,21-Jan-11,Balanites_rotundifolia,91,N,2.78,2,2,21,1
4,2012,S,2,MEGA,S2MEGA,17-Jan-12,Balanites_rotundifolia,91,N,3.15,2.3,2.1,23,1
5,2013,S,2,MEGA,S2MEGA,18-Jan-13,Balanites_rotundifolia,91,N,3.27,2.6,2.3,23.5,1
6,2014,S,2,MEGA,S2MEGA,10-Mar-14,Balanites_rotundifolia,91,N,3.48,2.5,2.2,25,1
7,2015,S,2,MEGA,S2MEGA,26-Sep-15,Balanites_rotundifolia,91,N,3.33,2.9,2.5,27.5,1
8,2016,S,2,MEGA,S2MEGA,12-Oct-16,Balanites_rotundifolia,91,N,3.87,3.3,3.1,22,1
9,2017,S,2,MEGA,S2MEGA,16-Aug-17,Balanites_rotundifolia,91,N,3.8,2.7,2.4,35,1
10,2019,S,2,MEGA,S2MEGA,18-Nov-19,Balanites_rotundifolia,91,N,4,3,2.81,37.9,1
