date,year,s_man,c_man,n_man,s1_aut,s2_aut,s3_aut,c1_aut,c2_aut,c3_aut,n1_aut,n2_aut,n3_aut,s_avg,c_avg,n_avg
10-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
11-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
12-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
13-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
14-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
15-Apr-11,2011,NA,NA,NA,NA,0,NA,2.29,NA,NA,0.01,NA,NA,0.00,2.29,0.01
16-Apr-11,2011,NA,NA,NA,NA,0,NA,0.51,NA,NA,0.32,NA,NA,0.00,0.51,0.32
17-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0.01,NA,NA,0.00,0.00,0.01
18-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
19-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
20-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
21-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
22-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
23-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
24-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
25-Apr-11,2011,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
26-Apr-11,2011,NA,NA,NA,NA,14.73,NA,0,NA,NA,0,NA,NA,14.73,0.00,0.00
27-Apr-11,2011,NA,NA,NA,NA,0,NA,3.05,NA,NA,0.1,NA,NA,0.00,3.05,0.10
28-Apr-11,2011,NA,NA,NA,NA,0,NA,1.02,NA,NA,0,NA,NA,0.00,1.02,0.00
29-Apr-11,2011,NA,NA,NA,NA,0,NA,2.29,NA,NA,0.28,NA,NA,0.00,2.29,0.28
30-Apr-11,2011,NA,NA,NA,NA,0,NA,0.25,NA,NA,0.01,NA,NA,0.00,0.25,0.01
1-May-11,2011,NA,NA,NA,NA,0,NA,14.22,NA,NA,0,NA,NA,0.00,14.22,0.00
2-May-11,2011,NA,NA,NA,NA,0,NA,0.76,NA,NA,0.22,NA,NA,0.00,0.76,0.22
3-May-11,2011,NA,NA,NA,NA,18.54,NA,0.25,NA,NA,0.01,NA,NA,18.54,0.25,0.01
4-May-11,2011,NA,NA,NA,0.96,NA,NA,55.12,NA,NA,1.94,NA,NA,0.96,55.12,1.94
5-May-11,2011,NA,NA,NA,0.63,NA,NA,23.11,NA,NA,0.05,NA,NA,0.63,23.11,0.05
6-May-11,2011,NA,NA,NA,0.48,NA,NA,0.25,NA,NA,0.18,NA,NA,0.48,0.25,0.18
7-May-11,2011,NA,NA,NA,0.01,NA,NA,0,NA,NA,0.01,NA,NA,0.01,0.00,0.01
8-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
9-May-11,2011,NA,NA,NA,0.02,NA,NA,0,NA,NA,0,NA,NA,0.02,0.00,0.00
10-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
11-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
12-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
13-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
14-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
15-May-11,2011,NA,NA,NA,0.26,NA,NA,0,NA,NA,0,NA,NA,0.26,0.00,0.00
16-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
17-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
18-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
19-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
20-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
21-May-11,2011,NA,NA,NA,0.00,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
22-May-11,2011,NA,NA,NA,0.60,NA,NA,0,NA,NA,0,NA,NA,0.60,0.00,0.00
23-May-11,2011,NA,NA,NA,0.17,NA,NA,0,NA,NA,0.01,NA,NA,0.17,0.00,0.01
24-May-11,2011,NA,NA,NA,0.07,NA,NA,16.51,NA,NA,0,NA,NA,0.07,16.51,0.00
25-May-11,2011,NA,NA,NA,0.01,NA,NA,0,NA,NA,0.14,NA,NA,0.01,0.00,0.14
26-May-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0.00,0.00
27-May-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0.00,0.00
28-May-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0.00,0.00
29-May-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0.00,0.00
30-May-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0.00,0.00
31-May-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
1-Jun-11,2011,NA,NA,NA,NA,NA,NA,3.3,NA,NA,0.18,NA,NA,0.00,3.30,0.18
2-Jun-11,2011,NA,NA,NA,NA,NA,NA,0.25,NA,NA,0.01,NA,NA,1.78,0.25,0.01
3-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1.02,0.00,0.00
4-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
5-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
6-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
7-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
8-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
9-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
10-Jun-11,2011,NA,NA,NA,NA,NA,NA,0.76,NA,NA,0.1,NA,NA,0.00,0.76,0.10
11-Jun-11,2011,NA,NA,NA,NA,NA,NA,0.51,NA,NA,0.61,NA,NA,7.11,0.51,0.61
12-Jun-11,2011,NA,NA,NA,NA,NA,NA,11.18,NA,NA,0.01,NA,NA,2.03,11.18,0.01
13-Jun-11,2011,NA,NA,NA,NA,NA,NA,33.27,NA,NA,0.75,NA,NA,11.18,33.27,0.75
14-Jun-11,2011,NA,NA,NA,NA,NA,NA,21.08,NA,NA,0.35,NA,NA,4.83,21.08,0.35
15-Jun-11,2011,NA,NA,NA,NA,NA,NA,0.25,NA,NA,0.01,NA,NA,30.23,0.25,0.01
16-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.25,0.00,0.00
17-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
18-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
19-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
20-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
21-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
22-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.25,0.00,0.00
23-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
24-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
25-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
26-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1.78,0.00,0.00
27-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
28-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,14.48,0.00,0.00
29-Jun-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
30-Jun-11,2011,NA,NA,NA,NA,NA,NA,5.08,NA,NA,0,NA,NA,0.00,5.08,0.00
1-Jul-11,2011,NA,NA,NA,NA,NA,NA,0.25,NA,NA,4.32,NA,NA,12.45,0.25,4.32
2-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,3.30,0.00,0.00
3-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,17.53,0.00,0.00
4-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.25,0.00,0.00
5-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
6-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
7-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
8-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
9-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
10-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.25,0.00,0.00
11-Jul-11,2011,NA,3.8,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
12-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
13-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
14-Jul-11,2011,NA,NA,NA,NA,NA,NA,6.86,NA,NA,0,NA,NA,0.00,6.86,0.00
15-Jul-11,2011,NA,NA,NA,NA,NA,NA,0.25,NA,NA,0,NA,NA,0.25,0.25,0.00
16-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
17-Jul-11,2011,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.00,0.00,0.00
18-Jul-11,2011,NA,NA,NA,19.3,NA,NA,0.25,1.78,NA,1.02,NA,0.25,19.30,1.02,0.64
19-Jul-11,2011,NA,NA,NA,10.67,NA,NA,3.81,1.27,NA,0.76,NA,1.78,10.67,2.54,1.27
20-Jul-11,2011,NA,NA,3.8,12.95,NA,NA,36.58,0,NA,2.03,NA,0.76,12.95,18.29,1.40
21-Jul-11,2011,21.2,NA,NA,0.25,NA,NA,0.25,0,NA,0.25,NA,0,0.25,0.13,0.13
22-Jul-11,2011,NA,48.8,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
23-Jul-11,2011,NA,NA,NA,1.52,NA,NA,4.06,0,NA,0,NA,3.81,1.52,2.03,1.91
24-Jul-11,2011,NA,NA,NA,9.14,NA,NA,5.84,0,NA,0,NA,2.5,9.14,2.92,1.25
25-Jul-11,2011,10.8,NA,NA,0,NA,NA,5.08,0,NA,0,NA,0,0.00,2.54,0.00
26-Jul-11,2011,NA,16,18.6,0.51,NA,NA,14.99,0,NA,12.95,NA,9.4,0.51,7.50,11.18
27-Jul-11,2011,NA,16,NA,0,NA,NA,0.25,0,NA,0,NA,0,0.00,0.13,0.00
28-Jul-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
29-Jul-11,2011,NA,NA,NA,0,NA,NA,0,2.79,NA,0.51,NA,0.25,0.00,1.40,0.38
30-Jul-11,2011,NA,NA,NA,0,NA,NA,0,1.02,NA,0.25,NA,0.25,0.00,0.51,0.25
31-Jul-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
1-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
2-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
3-Aug-11,2011,NA,4,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
4-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
5-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
6-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
7-Aug-11,2011,NA,NA,11.6,0,NA,NA,0.25,0.25,NA,7.37,NA,6.35,0.00,0.25,6.86
8-Aug-11,2011,NA,NA,NA,0.51,NA,NA,0,0,NA,5.08,NA,5.25,0.51,0.00,5.17
9-Aug-11,2011,NA,NA,NA,2.79,NA,NA,0,5.08,NA,6.35,NA,5.25,2.79,2.54,5.80
10-Aug-11,2011,NA,NA,16.9,1.78,NA,NA,4.83,5.33,NA,0,NA,7.25,1.78,5.08,3.63
11-Aug-11,2011,5.8,NA,NA,12.45,NA,NA,3.3,2.54,NA,8.89,NA,7.25,12.45,2.92,8.07
12-Aug-11,2011,10.6,NA,15.1,46.48,NA,NA,16.51,13.72,NA,8.38,NA,7,46.48,15.12,7.69
13-Aug-11,2011,49.3,NA,NA,2.29,NA,NA,8.38,6.35,NA,6.86,NA,6.25,2.29,7.37,6.56
14-Aug-11,2011,NA,35.6,NA,2.79,NA,NA,0.25,0.25,NA,0,NA,0,2.79,0.25,0.00
15-Aug-11,2011,NA,NA,NA,0.25,NA,NA,0,0,NA,0,NA,0,0.25,0.00,0.00
16-Aug-11,2011,NA,NA,NA,3.56,NA,NA,0,0,NA,0,NA,0,3.56,0.00,0.00
17-Aug-11,2011,NA,NA,NA,0.25,NA,NA,0,0,NA,0,NA,0,0.25,0.00,0.00
18-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
19-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
20-Aug-11,2011,NA,NA,13,0.25,NA,NA,0,0,NA,0,NA,0,0.25,0.00,0.00
21-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
22-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
23-Aug-11,2011,NA,NA,NA,0.51,NA,NA,0,0,NA,0,NA,0,0.51,0.00,0.00
24-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
25-Aug-11,2011,NA,NA,NA,15.75,NA,NA,6.1,6.86,NA,1.52,NA,1,15.75,6.48,1.26
26-Aug-11,2011,NA,NA,NA,23.88,NA,NA,4.06,3.05,NA,0.51,NA,0.75,23.88,3.56,0.63
27-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0.25,0.00,0.00,0.13
28-Aug-11,2011,NA,NA,NA,0.25,NA,NA,0,0,NA,0,NA,0,0.25,0.00,0.00
29-Aug-11,2011,NA,NA,NA,0,NA,NA,1.27,1.27,NA,1.52,NA,1.5,0.00,1.27,1.51
30-Aug-11,2011,NA,NA,NA,0,NA,NA,0.25,0.25,NA,0.25,NA,0.25,0.00,0.25,0.25
31-Aug-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
1-Sep-11,2011,NA,1.8,NA,8.38,NA,NA,1.78,1.27,NA,1.5,NA,1.25,8.38,1.53,1.38
2-Sep-11,2011,NA,19,NA,1.52,NA,NA,18.54,20.57,NA,9.25,NA,7.75,1.52,19.56,8.50
3-Sep-11,2011,46,NA,NA,3.56,NA,NA,10.16,9.4,NA,9.5,NA,8,3.56,9.78,8.75
4-Sep-11,2011,64.5,NA,NA,57.91,NA,NA,0.25,0,NA,0.25,NA,0,57.91,0.13,0.13
5-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
6-Sep-11,2011,NA,NA,NA,1.52,NA,NA,9.14,7.62,NA,17,NA,17.25,1.52,8.38,17.13
7-Sep-11,2011,NA,19.2,NA,26.67,NA,NA,5.33,3.81,NA,7.25,NA,5,26.67,4.57,6.13
8-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
9-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
10-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
11-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
12-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
13-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
14-Sep-11,2011,NA,NA,NA,0.76,NA,NA,0,0,NA,0,NA,0,0.76,0.00,0.00
15-Sep-11,2011,NA,NA,NA,0.25,NA,NA,0,0,NA,0,NA,0,0.25,0.00,0.00
16-Sep-11,2011,NA,NA,NA,0.25,NA,NA,0.25,0.51,NA,0,NA,0,0.25,0.38,0.00
17-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
18-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
19-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
20-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
21-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
22-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
23-Sep-11,2011,NA,NA,NA,0.25,NA,NA,2.79,1.02,NA,0,NA,0,0.25,1.91,0.00
24-Sep-11,2011,NA,NA,NA,0,NA,NA,16.76,16.76,NA,0,NA,0,0.00,16.76,0.00
25-Sep-11,2011,NA,NA,NA,0,NA,NA,2.79,2.54,NA,0,NA,0,0.00,2.67,0.00
26-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
27-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
28-Sep-11,2011,NA,21.8,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
29-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
30-Sep-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
1-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
2-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
3-Oct-11,2011,NA,NA,NA,0.51,NA,NA,0,0,NA,0,NA,0,0.51,0.00,0.00
4-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
5-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
6-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
7-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
8-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
9-Oct-11,2011,NA,NA,NA,4.83,NA,NA,0,0,NA,0,NA,0,4.83,0.00,0.00
10-Oct-11,2011,24.2,NA,NA,0,NA,NA,0,0,NA,0,NA,0.25,0.00,0.00,0.13
11-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
12-Oct-11,2011,NA,NA,NA,0.76,NA,NA,0,0.76,NA,0.5,NA,0,0.76,0.38,0.25
13-Oct-11,2011,NA,NA,NA,0.76,NA,NA,7.11,7.11,NA,17.5,NA,17.5,0.76,7.11,17.50
14-Oct-11,2011,NA,8.7,NA,3.05,NA,NA,1.52,1.02,NA,1.5,NA,1.25,3.05,1.27,1.38
15-Oct-11,2011,5.7,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
16-Oct-11,2011,NA,NA,NA,14.48,NA,NA,0,0,NA,0,NA,0,14.48,0.00,0.00
17-Oct-11,2011,11.4,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
18-Oct-11,2011,NA,NA,NA,2.79,NA,NA,14.99,12.7,NA,5.75,NA,8,2.79,13.85,6.88
19-Oct-11,2011,NA,NA,NA,1.52,NA,NA,1.27,1.27,NA,0,NA,0,1.52,1.27,0.00
20-Oct-11,2011,NA,NA,NA,19.3,NA,NA,14.48,16,NA,15.5,NA,15.5,19.30,15.24,15.50
21-Oct-11,2011,NA,NA,NA,0.76,NA,NA,0.25,0.25,NA,0.75,NA,0.5,0.76,0.25,0.63
22-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
23-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
24-Oct-11,2011,NA,NA,NA,0.25,NA,NA,0,0,NA,8.75,NA,10.25,0.25,0.00,9.50
25-Oct-11,2011,NA,NA,NA,1.02,NA,NA,0.51,0.51,NA,3.5,NA,3.25,1.02,0.51,3.38
26-Oct-11,2011,NA,NA,NA,0,NA,NA,0.25,0.25,NA,0,NA,0,0.00,0.25,0.00
27-Oct-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
28-Oct-11,2011,28,NA,NA,46.99,NA,NA,86.36,87.38,NA,32.75,NA,33,46.99,86.87,32.88
29-Oct-11,2011,NA,NA,NA,12.7,NA,NA,17.02,15.75,NA,12.25,NA,10.75,12.70,16.39,11.50
30-Oct-11,2011,NA,NA,NA,28.7,NA,NA,4.83,3.81,NA,0.5,NA,0.25,28.70,4.32,0.38
31-Oct-11,2011,54.8,NA,NA,1.02,NA,NA,0.76,4.57,NA,0.75,NA,0.75,1.02,2.67,0.75
1-Nov-11,2011,NA,NA,NA,0.51,NA,NA,0.51,0.51,NA,16.26,NA,18.5,0.51,0.51,17.38
2-Nov-11,2011,12,120.4,126.4,36.32,NA,NA,47.75,34.29,NA,16.51,NA,14.5,36.32,41.02,15.51
3-Nov-11,2011,NA,34.9,NA,0.25,NA,NA,1.78,1.52,NA,0.76,NA,0.75,0.25,1.65,0.76
4-Nov-11,2011,NA,NA,NA,4.57,NA,NA,10.41,7.87,NA,0,NA,0,4.57,9.14,0.00
5-Nov-11,2011,NA,NA,NA,0,NA,NA,0,0.25,NA,8.38,NA,9.25,0.00,0.13,8.82
6-Nov-11,2011,NA,NA,NA,0.51,NA,NA,20.07,18.54,NA,12.19,NA,14.25,0.51,19.31,13.22
7-Nov-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
8-Nov-11,2011,NA,NA,NA,2.29,NA,NA,0,0,NA,5.08,NA,4.75,2.29,0.00,4.92
9-Nov-11,2011,NA,NA,25.4,0.76,NA,NA,0,0,NA,0.25,NA,0.25,0.76,0.00,0.25
10-Nov-11,2011,31.8,NA,NA,4.06,NA,NA,0,0,NA,0.25,NA,0,4.06,0.00,0.13
11-Nov-11,2011,NA,NA,NA,6.1,NA,NA,0,0,NA,1.52,NA,1.27,6.10,0.00,1.40
12-Nov-11,2011,NA,NA,NA,1.52,NA,NA,0,0,NA,0.25,NA,0.25,1.52,0.00,0.25
13-Nov-11,2011,NA,NA,NA,0.25,NA,NA,0,0,NA,0,NA,0,0.25,0.00,0.00
14-Nov-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
15-Nov-11,2011,10.9,NA,NA,0,NA,NA,0,0,NA,0.51,NA,0.51,0.00,0.00,0.51
16-Nov-11,2011,NA,NA,NA,4.06,NA,NA,0.25,0,NA,1.52,NA,1.27,4.06,0.13,1.40
17-Nov-11,2011,NA,NA,NA,3.3,NA,NA,9.65,9.91,NA,14.22,NA,13.72,3.30,9.78,13.97
18-Nov-11,2011,NA,NA,NA,0.25,NA,NA,0.25,0.51,NA,0.25,NA,0.25,0.25,0.38,0.25
19-Nov-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
20-Nov-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
21-Nov-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,1.78,NA,2.54,0.00,0.00,2.16
22-Nov-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
23-Nov-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
24-Nov-11,2011,NA,NA,NA,14.22,NA,NA,19.05,19.05,NA,15.24,NA,15.49,14.22,19.05,15.37
25-Nov-11,2011,NA,NA,NA,64.52,NA,NA,55.88,60.2,NA,47.5,NA,50.29,64.52,58.04,48.90
26-Nov-11,2011,NA,NA,NA,14.99,NA,NA,11.18,11.43,NA,12.95,NA,12.95,14.99,11.31,12.95
27-Nov-11,2011,NA,NA,NA,16.26,NA,NA,0,0,NA,0,NA,0,16.26,0.00,0.00
28-Nov-11,2011,NA,NA,NA,0,NA,NA,5.84,3.81,NA,1.52,NA,3.81,0.00,4.83,2.67
29-Nov-11,2011,NA,98.8,NA,26.42,NA,NA,19.81,24.64,NA,32.77,NA,37.59,26.42,22.23,35.18
30-Nov-11,2011,NA,NA,NA,5.59,NA,NA,9.14,6.35,NA,10.92,NA,9.14,5.59,7.75,10.03
1-Dec-11,2011,133.4,47.9,NA,24.89,NA,NA,27.18,29.97,NA,13.21,NA,12.7,24.89,28.58,12.96
2-Dec-11,2011,NA,NA,NA,2.79,NA,NA,0.76,0.51,NA,0.51,NA,0.25,2.79,0.64,0.38
3-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
4-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,5.08,NA,5.33,0.00,0.00,5.21
5-Dec-11,2011,NA,NA,NA,3.3,NA,NA,0,0,NA,0,NA,0,3.30,0.00,0.00
