date,year,s_man,c_man,n_man,s1_aut,s2_aut,s3_aut,c1_aut,c2_aut,c3_aut,n1_aut,n2_aut,n3_aut,s_avg,c_avg,n_avg
8-Jan-18,2018,NA,NA,NA,0,0,0,0.04,0,0.02,0,0,0,0.00,0.02,0.00
9-Jan-18,2018,NA,NA,NA,0,0,0,0.13,0,0,0,0,0,0.00,0.04,0.00
10-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Jan-18,2018,NA,NA,NA,0,0,0,0.01,0,0,0,0,0,0.00,0.00,0.00
19-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
23-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
24-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
25-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
26-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
28-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
29-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
30-Jan-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
31-Jan-18,2018,NA,NA,NA,0,0.01,0.01,0,0,0,0,0,0,0.01,0.00,0.00
1-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Feb-18,2018,NA,NA,NA,0,0,0,0.49,0.49,0.24,0,0,0,0.00,0.41,0.00
3-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
7-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
23-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
24-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0.24,0.00,0.00,0.08
25-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
26-Feb-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Feb-18,2018,NA,NA,NA,0.51,0.51,0.25,0,0,0,0,0,0,0.42,0.00,0.00
28-Feb-18,2018,NA,NA,NA,7.87,7.87,12.45,3.66,3.6,4.88,0.5,1.46,1.71,9.40,4.05,1.22
1-Mar-18,2018,NA,NA,NA,0.25,0.25,0.51,0.24,0.24,0.24,0,1.46,1.71,0.34,0.24,1.06
2-Mar-18,2018,NA,NA,NA,0.51,0.51,0.25,0,0,0,0.5,0.98,0.98,0.42,0.00,0.82
3-Mar-18,2018,NA,NA,NA,32,32,28.96,17.32,17.32,12.69,0.5,2.68,2.44,30.99,15.78,1.87
4-Mar-18,2018,NA,NA,NA,7.66,7.37,6.86,12.69,12.69,11.71,5,13.18,12.44,7.30,12.36,10.21
5-Mar-18,2018,NA,NA,NA,3.05,3.05,3.3,0.49,0.49,0.24,0,0.49,0.49,3.13,0.41,0.33
6-Mar-18,2018,NA,NA,NA,0,0,0,0.98,0.98,0.98,0,1.46,1.22,0.00,0.98,0.89
7-Mar-18,2018,NA,NA,NA,0,0,0.25,0.24,0.24,0.24,0,0.24,0.24,0.08,0.24,0.16
8-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Mar-18,2018,NA,NA,NA,0.25,0.25,0,0,0,0,0,0.49,0.24,0.17,0.00,0.24
10-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,1,0,0,0.00,0.00,0.33
11-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,4,3.17,2.68,0.00,0.00,3.28
13-Mar-18,2018,NA,NA,NA,12.45,12.45,10.92,5.37,5.36,4.64,10.5,4.88,4.39,11.94,5.12,6.59
14-Mar-18,2018,NA,NA,NA,3.3,3.3,1.78,1.46,1.45,0.98,0.5,0.24,0.24,2.79,1.30,0.33
15-Mar-18,2018,NA,NA,NA,4.32,4.32,4.83,0,0,0,1.5,0.73,0.98,4.49,0.00,1.07
16-Mar-18,2018,NA,NA,NA,0,0,0.25,0,0,0,0,0,0,0.08,0.00,0.00
17-Mar-18,2018,NA,NA,NA,16.26,16.26,12.95,2.93,2.93,1.22,14.5,5.86,8.05,15.16,2.36,9.47
18-Mar-18,2018,NA,NA,NA,0,0,0.25,0.24,0.24,0.24,0,0,0.24,0.08,0.24,0.08
19-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,0.5,0.49,0.24,0.00,0.00,0.41
20-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0.24,0.00,0.00,0.08
21-Mar-18,2018,NA,NA,NA,2.03,2.03,2.54,0.49,0.49,0.49,0,0,0,2.20,0.49,0.00
22-Mar-18,2018,NA,NA,NA,1.52,1.52,0.76,3.64,3.17,3.17,0,0,0,1.27,3.33,0.00
23-Mar-18,2018,NA,NA,NA,0.25,0.25,0.25,0.24,0.24,0.24,0,0,0,0.25,0.24,0.00
24-Mar-18,2018,NA,NA,NA,0.25,0.25,0,0,0,0,0,0,0,0.17,0.00,0.00
25-Mar-18,2018,NA,NA,NA,4.06,4.06,7.37,0,0,0,0,0,0,5.16,0.00,0.00
26-Mar-18,2018,NA,NA,NA,3.3,3.3,2.03,0,0,0,0,0,0,2.88,0.00,0.00
27-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
28-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
29-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
30-Mar-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
31-Mar-18,2018,NA,NA,NA,12.7,12.9,9.14,0,0,0,0,0,0,11.58,0.00,0.00
1-Apr-18,2018,NA,NA,NA,9.91,9.92,10.67,20.07,13.46,16.76,0,0,0,10.17,16.76,0.00
2-Apr-18,2018,NA,NA,NA,2.03,2.03,1.78,1.27,1.27,1.27,2.03,1.78,1.52,1.95,1.27,1.78
3-Apr-18,2018,NA,NA,NA,0,0,0.25,0.25,0.25,0.25,2.03,1.52,1.52,0.08,0.25,1.69
4-Apr-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Apr-18,2018,NA,NA,NA,0.25,0.25,0,16.51,16.76,17.27,5.08,4.32,4.06,0.17,16.85,4.49
6-Apr-18,2018,NA,NA,NA,0,0,0,0.76,0.76,0.25,0.25,0.51,0.25,0.00,0.59,0.34
7-Apr-18,2018,NA,NA,NA,2.79,2.79,0.51,0.76,1.78,1.02,3.3,2.03,1.02,2.03,1.19,2.12
8-Apr-18,2018,NA,NA,NA,4.83,4.83,4.32,0.25,0.25,0,0,0,0,4.66,0.17,0.00
9-Apr-18,2018,NA,NA,NA,1.02,1.02,0.76,0.76,0.76,0.76,1.78,1.52,1.27,0.93,0.76,1.52
10-Apr-18,2018,NA,NA,NA,0,0,0.25,0,0,0,0,0,0,0.08,0.00,0.00
11-Apr-18,2018,NA,NA,NA,4.32,4.32,8.89,0,0,0,0,0.25,0.25,5.84,0.00,0.17
12-Apr-18,2018,NA,NA,NA,6.35,6.35,4.32,0,0,0,0.25,0.51,0.51,5.67,0.00,0.42
13-Apr-18,2018,NA,NA,NA,14.99,14.99,15.24,0.25,0,0,0,0,0,15.07,0.08,0.00
14-Apr-18,2018,NA,NA,NA,23.62,23.62,24.89,2.29,2.29,2.03,15.75,15.24,13.72,24.04,2.20,14.90
15-Apr-18,2018,NA,NA,NA,3.56,3.56,3.3,6.86,6.6,6.6,36.07,29.46,23.88,3.47,6.69,29.80
16-Apr-18,2018,NA,NA,NA,6.6,6.6,5.84,4.83,4.57,5.33,1.78,2.79,2.79,6.35,4.91,2.45
17-Apr-18,2018,NA,NA,NA,3.05,3.05,2.79,4.32,4.06,4.06,2.54,2.54,2.54,2.96,4.15,2.54
18-Apr-18,2018,NA,NA,NA,1.78,1.78,2.03,3.05,3.81,3.3,29.21,26.16,27.69,1.86,3.39,27.69
19-Apr-18,2018,NA,NA,NA,18.29,18.29,23.62,0,0,0.25,0.76,0.51,0.76,20.07,0.08,0.68
20-Apr-18,2018,NA,NA,NA,0.51,0.38,0.25,5.59,5.59,4.83,26.42,24.13,22.86,0.38,5.34,24.47
21-Apr-18,2018,NA,NA,NA,2.29,2.54,2.29,6.6,7.37,6.1,9.4,8.64,9.14,2.37,6.69,9.06
22-Apr-18,2018,NA,NA,NA,6.1,6.6,7.62,34.29,37.34,32.26,11.68,10.16,11.94,6.77,34.63,11.26
23-Apr-18,2018,NA,NA,NA,4.57,5.08,4.83,1.02,1.02,1.02,5.59,4.83,5.59,4.83,1.02,5.34
24-Apr-18,2018,NA,NA,NA,15.49,17.02,14.73,12.95,12.95,13.21,49.78,50.04,47.75,15.75,13.04,49.19
25-Apr-18,2018,NA,NA,NA,3.56,3.3,2.29,0,0.25,0,0,0,0,3.05,0.08,0.00
26-Apr-18,2018,NA,NA,NA,0.25,0.25,0,0,0,0,0,0,0,0.17,0.00,0.00
27-Apr-18,2018,NA,NA,NA,0.76,0.51,0.76,1.27,1.02,1.02,0.76,0.76,0.76,0.68,1.10,0.76
28-Apr-18,2018,NA,NA,NA,0,0,0,0,0,0.25,0,0,0,0.00,0.08,0.00
29-Apr-18,2018,NA,NA,NA,2.54,3.05,6.86,11.43,9.65,12.19,1.78,0.76,0.76,4.15,11.09,1.10
30-Apr-18,2018,NA,NA,NA,0.25,0.25,0,18.29,18.54,14.73,9.91,9.65,9.14,0.17,17.19,9.57
1-May-18,2018,NA,NA,NA,13.21,14.99,7.62,1.02,1.52,0.76,0.25,0.25,0.51,11.94,1.10,0.34
2-May-18,2018,NA,NA,NA,0,0,0,4.83,4.57,4.57,14.73,13.72,14.73,0.00,4.66,14.39
3-May-18,2018,NA,NA,NA,0.25,0.51,0,0,0.25,0,0.25,0.25,0.25,0.25,0.08,0.25
4-May-18,2018,NA,NA,NA,0.25,0,0,0,0,0,0,0,0,0.08,0.00,0.00
5-May-18,2018,NA,NA,NA,3.56,3.81,3.81,2.79,2.54,2.79,4.06,3.05,3.56,3.73,2.71,3.56
6-May-18,2018,NA,NA,NA,0.25,0.25,0.25,10.41,11.18,8.38,0.51,0.76,0.51,0.25,9.99,0.59
7-May-18,2018,NA,NA,NA,0.25,0.25,0,0.25,0.25,0.25,0,0,0.25,0.17,0.25,0.08
8-May-18,2018,NA,NA,NA,0.25,0,0.25,0,0,0,0,0,0,0.17,0.00,0.00
9-May-18,2018,NA,NA,NA,4.57,4.83,2.03,0,0,0,0,0,0,3.81,0.00,0.00
10-May-18,2018,NA,NA,NA,0.25,0,0,0.25,0.25,0.25,0,0,0,0.08,0.25,0.00
11-May-18,2018,NA,NA,NA,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0.00,0.00
12-May-18,2018,NA,NA,NA,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0.00,0.00
13-May-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-May-18,2018,NA,NA,NA,0,0,0,0,0,0,0.25,0.51,0.51,0.00,0.00,0.42
15-May-18,2018,NA,NA,NA,0,0,0,0,0,0,0.25,0.25,0.25,0.00,0.00,0.25
16-May-18,2018,NA,NA,NA,1.27,2.03,0,0,0,0,0,0,0,1.10,0.00,0.00
17-May-18,2018,NA,NA,NA,0.25,0.25,0,1.78,1.78,2.79,40.39,38.1,32.26,0.17,2.12,36.92
18-May-18,2018,NA,NA,NA,0,0,0,0.25,0.25,0,0,0.25,0,0.00,0.17,0.08
19-May-18,2018,NA,NA,NA,14.48,15.75,13.21,18.73,14.73,21.59,7.37,8.64,8.89,14.48,18.35,8.30
20-May-18,2018,NA,NA,NA,6.1,6.35,6.6,12.4,12.19,11.43,13.97,12.45,12.95,6.35,12.01,13.12
21-May-18,2018,NA,NA,NA,2.29,2.79,2.29,0.76,0.76,1.02,5.84,6.1,6.1,2.46,0.85,6.01
22-May-18,2018,NA,NA,NA,0.25,0.25,0.76,9.91,9.91,11.18,33.27,29.46,35.81,0.42,10.33,32.85
23-May-18,2018,NA,NA,NA,1.78,2.54,6.6,9.65,9.65,8.89,13.72,13.21,12.45,3.64,9.40,13.13
24-May-18,2018,NA,NA,NA,3.56,3.81,1.78,0,0,0,0,0,0.25,3.05,0.00,0.08
25-May-18,2018,NA,NA,NA,4.06,4.57,5.33,0,0,0,0,0,0,4.65,0.00,0.00
26-May-18,2018,NA,NA,NA,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0.00,0.00
27-May-18,2018,NA,NA,NA,4.83,4.06,1.78,0,0,0,0,0,0,3.56,0.00,0.00
28-May-18,2018,NA,NA,NA,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0.00,0.00
29-May-18,2018,NA,NA,NA,0,0.25,0,0,0,0,0,0,0,0.08,0.00,0.00
30-May-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
31-May-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Jun-18,2018,NA,NA,NA,1.02,0.76,0,0,0,0,0,0,0,0.59,0.00,0.00
2-Jun-18,2018,NA,NA,NA,1.02,1.02,0.51,0,0,0,0,0,0,0.85,0.00,0.00
3-Jun-18,2018,NA,NA,NA,0,0,0.25,0,0,0,0.51,1.27,1.02,0.08,0.00,0.93
4-Jun-18,2018,NA,NA,NA,10.41,9.65,9.4,22.61,22.61,22.61,1.27,5.08,5.59,9.82,22.61,3.98
5-Jun-18,2018,NA,NA,NA,18.03,17.78,18.29,20.83,20.83,20.83,15.49,37.34,37.08,18.03,20.83,29.97
6-Jun-18,2018,NA,NA,NA,4.83,5.59,5.08,13.46,13.46,13.97,3.81,8.64,7.62,5.17,13.63,6.69
7-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Jun-18,2018,NA,NA,NA,0.25,0,0.25,0.51,0,0,0,0,0,0.17,0.17,0.00
13-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Jun-18,2018,NA,NA,NA,1.52,1.27,1.52,4.06,3.56,2.29,0,0,0,1.44,3.30,0.00
17-Jun-18,2018,NA,NA,NA,0.25,0.25,0,0.25,0,0.25,0,0,0,0.17,0.17,0.00
18-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Jun-18,2018,NA,NA,NA,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0.00,0.00
22-Jun-18,2018,NA,NA,NA,23.37,24.89,22.35,4.06,3.3,2.29,0,0,0,23.54,3.22,0.00
23-Jun-18,2018,NA,NA,NA,10.92,12.45,9.4,0.76,1.02,1.27,6.35,10.91,9.91,10.92,1.02,9.06
24-Jun-18,2018,NA,NA,NA,0.25,0,0,0.25,0.25,0.25,0,0.25,0.25,0.08,0.25,0.17
25-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
26-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
28-Jun-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
29-Jun-18,2018,NA,NA,NA,18.54,19.81,27.94,0,0,0,0,0,0,22.10,0.00,0.00
30-Jun-18,2018,NA,NA,NA,0,0,0,25.15,25.15,21.84,0,0,0,0.00,24.05,0.00
1-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0.25,0,0,0,0.00,0.08,0.00
2-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
3-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
7-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,3.29,3.05,3.05,0.00,0.00,3.13
11-Jul-18,2018,NA,NA,NA,0.25,0.25,0.25,0.51,0.51,0.51,0,0.25,0.25,0.25,0.51,0.17
12-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Jul-18,2018,NA,NA,NA,0,0,0,10.92,11.94,8.38,3.1,2.03,2.03,0.00,10.41,2.39
16-Jul-18,2018,NA,NA,NA,0,0,0,0,0.25,0.25,0,0.25,0.25,0.00,0.17,0.17
17-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Jul-18,2018,NA,NA,NA,0,0.25,0,0,0,0,0,0,0,0.08,0.00,0.00
23-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
24-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
25-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
26-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
28-Jul-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
29-Jul-18,2018,NA,NA,NA,2.79,2.79,1.02,13.21,11.94,13.72,15.54,12.45,12.45,2.20,12.96,13.48
30-Jul-18,2018,NA,NA,NA,3.56,4.06,1.27,6.86,6.1,6.35,12.76,13.18,11.18,2.96,6.44,12.37
31-Jul-18,2018,NA,NA,NA,0.25,0.25,1.02,0.25,0.25,0.25,0,0.25,0.25,0.51,0.25,0.17
1-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Aug-18,2018,NA,NA,NA,0.25,0,0,0,0,0,0,0,0,0.08,0.00,0.00
3-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
7-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Aug-18,2018,NA,NA,NA,10.41,9.91,9.51,0.76,0,0.51,0,0,0,9.94,0.42,0.00
11-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
23-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
24-Aug-18,2018,NA,NA,NA,3.3,3.3,2.92,2.29,3.05,2.79,1.02,2.54,2.54,3.17,2.71,2.03
25-Aug-18,2018,NA,NA,NA,0,0,0,0,0.25,0,0,0.25,0.25,0.00,0.08,0.17
26-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Aug-18,2018,NA,NA,NA,2.79,2.79,2.79,0,0,0,0,0,0,2.79,0.00,0.00
28-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
29-Aug-18,2018,NA,NA,NA,18.29,18.29,15.03,37.85,36.32,38.35,29.03,25.88,23.88,17.20,37.51,26.26
30-Aug-18,2018,NA,NA,NA,0.76,0.76,1.01,0.25,0,0,0.25,0,0,0.84,0.08,0.08
31-Aug-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
3-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Sep-18,2018,NA,NA,NA,0.51,0.51,0.51,0.76,1.02,0.76,0,0.51,0.51,0.51,0.85,0.34
6-Sep-18,2018,NA,NA,NA,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.17
7-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Sep-18,2018,NA,NA,NA,0,0,0,0.25,0.51,0.25,0,0,0,0.00,0.34,0.00
10-Sep-18,2018,NA,NA,NA,0.51,0.51,0.51,2.03,1.52,3.05,0,0,0,0.51,2.20,0.00
11-Sep-18,2018,NA,NA,NA,0,0,0,0.25,0.25,0,0,0,0,0.00,0.17,0.00
12-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Sep-18,2018,NA,NA,NA,2.29,2.29,2.29,0,0,0,0,0,0,2.29,0.00,0.00
15-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Sep-18,2018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
