census,year,site,block,treatment,plot,species,<0.5m,0.5_1m,<1m,1_2m,2_3m,3_4m,>4m,total
5,2013,N,3,TOTAL,N3TOTAL,Teclea_nobilis,0,1,1,2,0,0,0,3
5,2013,N,3,TOTAL,N3TOTAL,Ziziphus_mucronata,0,0,0,1,0,0,0,1
5,2013,S,1,MEGA,S1MEGA,Acacia_brevispica,21,22,43,7,22,11,6,89
5,2013,S,1,MEGA,S1MEGA,Acacia_etbaica,1,39,40,75,168,68,12,363
5,2013,S,1,MEGA,S1MEGA,Acacia_mellifera,0,4,4,22,18,16,8,68
5,2013,S,1,MEGA,S1MEGA,Acacia_nilotica,0,0,0,2,0,4,0,6
5,2013,S,1,MEGA,S1MEGA,Balanites_rotundifolia,0,3,3,2,3,2,3,13
5,2013,S,1,MEGA,S1MEGA,Boscia_angustifolia,0,0,0,2,0,0,1,3
5,2013,S,1,MEGA,S1MEGA,Cordia_monoica,0,0,0,0,2,0,0,2
5,2013,S,1,MEGA,S1MEGA,Croton_dichogamus,0,1,1,1,0,0,0,2
5,2013,S,1,MEGA,S1MEGA,Euclea_divinorum,0,0,0,2,1,1,0,4
5,2013,S,1,MEGA,S1MEGA,Grewia_kakothamnos,0,19,19,76,24,6,1,126
5,2013,S,1,MEGA,S1MEGA,Lycium_europaeum,0,1,1,6,1,0,0,8
5,2013,S,1,MEGA,S1MEGA,Rhus_natalensis,0,2,2,9,2,0,0,13
5,2013,S,1,MESO,S1MESO,Acacia_brevispica,10,1,11,9,5,0,3,28
5,2013,S,1,MESO,S1MESO,Acacia_drepanolobium,1,2,3,6,2,0,0,11
5,2013,S,1,MESO,S1MESO,Acacia_etbaica,0,66,66,91,123,45,17,342
5,2013,S,1,MESO,S1MESO,Acacia_mellifera,13,46,59,66,9,2,0,136
5,2013,S,1,MESO,S1MESO,Acacia_nilotica,0,3,3,7,2,3,0,15
5,2013,S,1,MESO,S1MESO,Balanites_rotundifolia,0,2,2,8,6,0,0,16
5,2013,S,1,MESO,S1MESO,Boscia_angustifolia,0,1,1,4,0,0,0,5
5,2013,S,1,MESO,S1MESO,Croton_dichogamus,0,0,0,1,0,0,0,1
5,2013,S,1,MESO,S1MESO,Euclea_divinorum,0,0,0,4,1,0,0,5
5,2013,S,1,MESO,S1MESO,Grewia_kakothamnos,0,8,8,96,27,2,0,133
5,2013,S,1,MESO,S1MESO,Lycium_europaeum,0,0,0,18,5,1,0,24
5,2013,S,1,MESO,S1MESO,Maerua_angolensis,0,1,1,3,0,0,0,4
5,2013,S,1,MESO,S1MESO,Opuntia_ficus-indica,0,18,18,2,0,0,0,20
5,2013,S,1,MESO,S1MESO,Pyrostria_phyllanthoidea,0,0,0,2,1,0,0,3
5,2013,S,1,MESO,S1MESO,Rhus_natalensis,0,1,1,13,2,0,0,16
5,2013,S,1,MESO,S1MESO,Ziziphus_mucronata,0,2,2,2,1,0,0,5
5,2013,S,1,OPEN,S1OPEN,Acacia_brevispica,57,64,121,248,82,10,0,461
5,2013,S,1,OPEN,S1OPEN,Acacia_etbaica,83,49,132,108,184,49,4,477
5,2013,S,1,OPEN,S1OPEN,Acacia_mellifera,1,5,6,18,1,0,0,25
5,2013,S,1,OPEN,S1OPEN,Acacia_nilotica,0,1,1,6,0,0,0,7
5,2013,S,1,OPEN,S1OPEN,Boscia_angustifolia,0,0,0,6,1,1,2,10
5,2013,S,1,OPEN,S1OPEN,Commiphora_spp,0,1,1,1,0,0,0,2
5,2013,S,1,OPEN,S1OPEN,Cordia_monoica,0,0,0,0,1,0,0,1
5,2013,S,1,OPEN,S1OPEN,Croton_dichogamus,7,11,18,125,36,3,0,182
5,2013,S,1,OPEN,S1OPEN,Euclea_divinorum,0,1,1,1,0,0,0,2
5,2013,S,1,OPEN,S1OPEN,Grewia_kakothamnos,5,48,53,93,1,0,0,147
5,2013,S,1,OPEN,S1OPEN,Lycium_europaeum,0,0,0,1,0,0,0,1
5,2013,S,1,OPEN,S1OPEN,Pyrostria_phyllanthoidea,0,0,0,3,0,0,0,3
5,2013,S,1,OPEN,S1OPEN,Rhus_natalensis,0,1,1,0,0,0,0,1
5,2013,S,1,TOTAL,S1TOTAL,Acacia_brevispica,54,7,61,10,4,3,5,83
5,2013,S,1,TOTAL,S1TOTAL,Acacia_etbaica,2,25,27,60,42,45,36,210
5,2013,S,1,TOTAL,S1TOTAL,Acacia_mellifera,20,37,57,67,6,3,2,135
5,2013,S,1,TOTAL,S1TOTAL,Acacia_nilotica,0,0,0,7,8,5,3,23
5,2013,S,1,TOTAL,S1TOTAL,Balanites_rotundifolia,0,0,0,6,1,0,0,7
5,2013,S,1,TOTAL,S1TOTAL,Boscia_angustifolia,0,0,0,3,0,1,0,4
5,2013,S,1,TOTAL,S1TOTAL,Croton_dichogamus,5,4,9,9,1,1,0,20
5,2013,S,1,TOTAL,S1TOTAL,Euclea_divinorum,0,0,0,9,0,0,0,9
5,2013,S,1,TOTAL,S1TOTAL,Grewia_kakothamnos,0,11,11,41,21,12,2,87
5,2013,S,1,TOTAL,S1TOTAL,Lycium_europaeum,0,0,0,12,2,0,0,14
5,2013,S,1,TOTAL,S1TOTAL,Maerua_angolensis,0,0,0,8,0,3,0,11
5,2013,S,1,TOTAL,S1TOTAL,Opuntia_ficus-indica,1,2,3,3,0,0,0,6
5,2013,S,1,TOTAL,S1TOTAL,Pyrostria_phyllanthoidea,0,1,1,2,0,0,0,3
5,2013,S,1,TOTAL,S1TOTAL,Rhus_natalensis,0,0,0,1,0,1,0,2
5,2013,S,2,MEGA,S2MEGA,Acacia_brevispica,14,26,40,12,0,0,1,53
5,2013,S,2,MEGA,S2MEGA,Acacia_drepanolobium,0,10,10,13,1,0,0,24
5,2013,S,2,MEGA,S2MEGA,Acacia_etbaica,43,82,125,220,172,29,6,552
5,2013,S,2,MEGA,S2MEGA,Acacia_gerrardii,0,1,1,0,0,0,0,1
5,2013,S,2,MEGA,S2MEGA,Acacia_mellifera,40,50,90,7,5,0,3,105
5,2013,S,2,MEGA,S2MEGA,Acacia_nilotica,0,7,7,7,3,1,0,18
5,2013,S,2,MEGA,S2MEGA,Balanites_rotundifolia,0,5,5,2,1,1,0,9
5,2013,S,2,MEGA,S2MEGA,Boscia_angustifolia,0,2,2,4,0,0,0,6
5,2013,S,2,MEGA,S2MEGA,Cordia_monoica,0,0,0,2,0,0,0,2
5,2013,S,2,MEGA,S2MEGA,Croton_dichogamus,0,1,1,0,0,0,0,1
5,2013,S,2,MEGA,S2MEGA,Grewia_kakothamnos,2,22,24,12,6,0,0,42
5,2013,S,2,MEGA,S2MEGA,Lycium_europaeum,0,12,12,6,1,0,0,19
5,2013,S,2,MEGA,S2MEGA,Maerua_angolensis,0,0,0,1,2,0,0,3
5,2013,S,2,MEGA,S2MEGA,Opuntia_ficus-indica,0,9,9,2,0,0,0,11
5,2013,S,2,MEGA,S2MEGA,Pyrostria_phyllanthoidea,0,3,3,1,0,0,0,4
5,2013,S,2,MEGA,S2MEGA,Rhus_natalensis,0,3,3,0,0,0,0,3
5,2013,S,2,MESO,S2MESO,Acacia_brevispica,1724,141,1865,72,128,79,68,2212
5,2013,S,2,MESO,S2MESO,Acacia_etbaica,6,65,71,48,57,47,40,263
5,2013,S,2,MESO,S2MESO,Acacia_mellifera,1,24,25,23,20,6,0,74
5,2013,S,2,MESO,S2MESO,Acacia_nilotica,0,0,0,4,2,1,0,7
5,2013,S,2,MESO,S2MESO,Acacia_seyal,0,0,0,0,0,2,1,3
5,2013,S,2,MESO,S2MESO,Balanites_rotundifolia,0,1,1,0,1,0,1,3
5,2013,S,2,MESO,S2MESO,Boscia_angustifolia,0,3,3,2,1,0,1,7
5,2013,S,2,MESO,S2MESO,Commiphora_spp,1,3,4,3,0,0,0,7
5,2013,S,2,MESO,S2MESO,Croton_dichogamus,65,66,131,149,79,14,1,374
5,2013,S,2,MESO,S2MESO,Euclea_divinorum,0,0,0,3,3,0,0,6
5,2013,S,2,MESO,S2MESO,Grewia_kakothamnos,4,56,60,84,40,17,0,201
5,2013,S,2,MESO,S2MESO,Lycium_europaeum,0,0,0,0,2,0,0,2
5,2013,S,2,MESO,S2MESO,Opuntia_ficus-indica,3,8,11,3,0,0,0,14
5,2013,S,2,MESO,S2MESO,Pyrostria_phyllanthoidea,0,2,2,1,1,0,0,4
5,2013,S,2,MESO,S2MESO,Rhus_natalensis,0,1,1,6,5,1,0,13
5,2013,S,2,MESO,S2MESO,Ziziphus_mucronata,0,0,0,0,1,0,1,2
5,2013,S,2,OPEN,S2OPEN,Acacia_brevispica,13,41,54,89,22,8,0,173
5,2013,S,2,OPEN,S2OPEN,Acacia_etbaica,7,39,46,52,57,55,3,213
5,2013,S,2,OPEN,S2OPEN,Acacia_mellifera,1,22,23,28,4,1,0,56
5,2013,S,2,OPEN,S2OPEN,Acacia_nilotica,0,6,6,7,2,0,0,15
5,2013,S,2,OPEN,S2OPEN,Balanites_rotundifolia,0,0,0,1,1,1,0,3
5,2013,S,2,OPEN,S2OPEN,Boscia_angustifolia,0,0,0,5,2,1,2,10
5,2013,S,2,OPEN,S2OPEN,Commiphora_spp,0,0,0,1,0,0,0,1
5,2013,S,2,OPEN,S2OPEN,Croton_dichogamus,4,23,27,119,24,3,0,173
5,2013,S,2,OPEN,S2OPEN,Grewia_kakothamnos,2,23,25,47,2,0,0,74
5,2013,S,2,OPEN,S2OPEN,Lycium_europaeum,0,1,1,2,1,0,0,4
5,2013,S,2,OPEN,S2OPEN,Opuntia_ficus-indica,0,2,2,4,0,0,0,6
5,2013,S,2,OPEN,S2OPEN,Pyrostria_phyllanthoidea,0,1,1,6,1,0,0,8
5,2013,S,2,OPEN,S2OPEN,Rhus_natalensis,0,4,4,3,0,0,0,7
5,2013,S,2,TOTAL,S2TOTAL,Acacia_brevispica,0,0,0,4,1,0,1,6
5,2013,S,2,TOTAL,S2TOTAL,Acacia_drepanolobium,0,8,8,51,2,0,0,61
5,2013,S,2,TOTAL,S2TOTAL,Acacia_etbaica,0,9,9,51,18,13,7,98
5,2013,S,2,TOTAL,S2TOTAL,Acacia_gerrardii,0,0,0,0,1,0,0,1
5,2013,S,2,TOTAL,S2TOTAL,Acacia_mellifera,1,14,15,40,6,3,5,69
5,2013,S,2,TOTAL,S2TOTAL,Acacia_nilotica,0,2,2,13,10,3,1,29
5,2013,S,2,TOTAL,S2TOTAL,Acacia_seyal,0,0,0,1,1,0,0,2
5,2013,S,2,TOTAL,S2TOTAL,Balanites_rotundifolia,0,0,0,2,0,0,0,2
5,2013,S,2,TOTAL,S2TOTAL,Boscia_angustifolia,0,2,2,5,0,0,0,7
5,2013,S,2,TOTAL,S2TOTAL,Croton_dichogamus,0,0,0,1,0,0,0,1
5,2013,S,2,TOTAL,S2TOTAL,Grewia_kakothamnos,0,2,2,40,1,0,0,43
5,2013,S,2,TOTAL,S2TOTAL,Lycium_europaeum,0,1,1,10,0,0,0,11
5,2013,S,2,TOTAL,S2TOTAL,Maerua_angolensis,0,0,0,2,2,0,0,4
5,2013,S,2,TOTAL,S2TOTAL,Opuntia_ficus-indica,0,1,1,4,0,0,0,5
5,2013,S,2,TOTAL,S2TOTAL,Pyrostria_phyllanthoidea,0,2,2,1,0,0,0,3
5,2013,S,2,TOTAL,S2TOTAL,Rhus_natalensis,0,0,0,5,0,0,0,5
5,2013,S,3,MEGA,S3MEGA,Acacia_brevispica,159,101,260,97,125,23,29,534
5,2013,S,3,MEGA,S3MEGA,Acacia_etbaica,0,89,89,66,75,29,22,281
5,2013,S,3,MEGA,S3MEGA,Acacia_gerrardii,0,1,1,0,4,2,0,7
5,2013,S,3,MEGA,S3MEGA,Acacia_mellifera,2,51,53,48,32,4,0,137
5,2013,S,3,MEGA,S3MEGA,Acacia_nilotica,0,8,8,2,0,2,0,12
5,2013,S,3,MEGA,S3MEGA,Balanites_rotundifolia,0,0,0,2,1,1,1,5
5,2013,S,3,MEGA,S3MEGA,Boscia_angustifolia,0,2,2,4,0,1,1,8
5,2013,S,3,MEGA,S3MEGA,Commiphora_spp,0,2,2,2,0,0,0,4
5,2013,S,3,MEGA,S3MEGA,Croton_dichogamus,13,18,31,42,20,0,0,93
5,2013,S,3,MEGA,S3MEGA,Euclea_divinorum,0,2,2,17,3,0,0,22
5,2013,S,3,MEGA,S3MEGA,Grewia_kakothamnos,1,30,31,112,32,0,0,175
5,2013,S,3,MEGA,S3MEGA,Maerua_angolensis,0,1,1,1,0,0,0,2
5,2013,S,3,MEGA,S3MEGA,Opuntia_ficus-indica,1,13,14,4,0,0,0,18
5,2013,S,3,MEGA,S3MEGA,Pyrostria_phyllanthoidea,0,0,0,1,0,0,0,1
5,2013,S,3,MEGA,S3MEGA,Rhus_natalensis,0,16,16,14,0,0,0,30
5,2013,S,3,MEGA,S3MEGA,Teclea_nobilis,0,0,0,1,0,0,0,1
5,2013,S,3,MESO,S3MESO,Acacia_brevispica,626,115,741,93,237,39,22,1132
5,2013,S,3,MESO,S3MESO,Acacia_etbaica,4,125,129,117,123,42,15,426
5,2013,S,3,MESO,S3MESO,Acacia_mellifera,0,22,22,27,34,2,2,87
5,2013,S,3,MESO,S3MESO,Acacia_nilotica,0,3,3,1,3,0,0,7
5,2013,S,3,MESO,S3MESO,Balanites_rotundifolia,0,0,0,2,3,1,2,8
5,2013,S,3,MESO,S3MESO,Boscia_angustifolia,0,0,0,8,2,2,1,13
5,2013,S,3,MESO,S3MESO,Commiphora_spp,0,3,3,1,1,0,0,5
5,2013,S,3,MESO,S3MESO,Croton_dichogamus,58,64,122,158,51,0,0,331
5,2013,S,3,MESO,S3MESO,Euclea_divinorum,0,0,0,0,1,0,0,1
5,2013,S,3,MESO,S3MESO,Grewia_kakothamnos,1,24,25,74,41,3,1,144
5,2013,S,3,MESO,S3MESO,Lycium_europaeum,0,1,1,3,0,0,0,4
5,2013,S,3,MESO,S3MESO,Maerua_angolensis,0,2,2,0,0,0,0,2
5,2013,S,3,MESO,S3MESO,Opuntia_ficus-indica,0,10,10,21,0,0,0,31
5,2013,S,3,MESO,S3MESO,Pyrostria_phyllanthoidea,0,0,0,1,1,0,0,2
5,2013,S,3,MESO,S3MESO,Rhus_natalensis,0,3,3,13,1,0,0,17
5,2013,S,3,OPEN,S3OPEN,Acacia_brevispica,2,31,33,136,36,9,1,215
5,2013,S,3,OPEN,S3OPEN,Acacia_etbaica,0,20,20,38,26,28,5,117
5,2013,S,3,OPEN,S3OPEN,Acacia_mellifera,0,31,31,19,6,0,0,56
5,2013,S,3,OPEN,S3OPEN,Acacia_nilotica,0,2,2,1,0,0,0,3
5,2013,S,3,OPEN,S3OPEN,Boscia_angustifolia,0,0,0,5,2,4,4,15
5,2013,S,3,OPEN,S3OPEN,Commiphora_spp,0,5,5,1,0,0,0,6
5,2013,S,3,OPEN,S3OPEN,Cordia_monoica,0,0,0,2,0,0,0,2
5,2013,S,3,OPEN,S3OPEN,Croton_dichogamus,0,12,12,42,7,0,0,61
5,2013,S,3,OPEN,S3OPEN,Euclea_divinorum,0,3,3,25,5,2,0,35
5,2013,S,3,OPEN,S3OPEN,Grewia_kakothamnos,0,35,35,97,2,0,0,134
5,2013,S,3,OPEN,S3OPEN,Maerua_angolensis,0,2,2,3,0,0,0,5
5,2013,S,3,OPEN,S3OPEN,Opuntia_ficus-indica,0,1,1,1,0,0,0,2
5,2013,S,3,OPEN,S3OPEN,Pyrostria_phyllanthoidea,0,0,0,4,1,1,0,6
5,2013,S,3,OPEN,S3OPEN,Rhus_natalensis,0,8,8,2,0,0,0,10
5,2013,S,3,TOTAL,S3TOTAL,Acacia_brevispica,382,73,455,60,64,30,44,653
5,2013,S,3,TOTAL,S3TOTAL,Acacia_drepanolobium,0,11,11,29,2,0,0,42
5,2013,S,3,TOTAL,S3TOTAL,Acacia_etbaica,2,23,25,65,37,16,14,157
5,2013,S,3,TOTAL,S3TOTAL,Acacia_gerrardii,0,1,1,4,6,2,0,13
5,2013,S,3,TOTAL,S3TOTAL,Acacia_mellifera,20,98,118,88,23,15,11,255
5,2013,S,3,TOTAL,S3TOTAL,Acacia_nilotica,0,0,0,6,3,0,0,9
5,2013,S,3,TOTAL,S3TOTAL,Balanites_rotundifolia,0,1,1,7,5,3,3,19
5,2013,S,3,TOTAL,S3TOTAL,Boscia_angustifolia,0,0,0,4,2,1,0,7
5,2013,S,3,TOTAL,S3TOTAL,Commiphora_spp,0,1,1,8,0,0,0,9
5,2013,S,3,TOTAL,S3TOTAL,Cordia_monoica,0,1,1,1,1,0,0,3
5,2013,S,3,TOTAL,S3TOTAL,Croton_dichogamus,21,12,33,23,1,0,0,57
5,2013,S,3,TOTAL,S3TOTAL,Euclea_divinorum,0,1,1,3,2,1,0,7
5,2013,S,3,TOTAL,S3TOTAL,Grewia_kakothamnos,0,12,12,144,35,6,3,200
5,2013,S,3,TOTAL,S3TOTAL,Lycium_europaeum,0,1,1,5,0,0,0,6
5,2013,S,3,TOTAL,S3TOTAL,Maerua_angolensis,0,0,0,4,0,0,0,4
5,2013,S,3,TOTAL,S3TOTAL,Opuntia_ficus-indica,3,4,7,6,0,0,0,13
5,2013,S,3,TOTAL,S3TOTAL,Pyrostria_phyllanthoidea,0,2,2,5,1,0,0,8
5,2013,S,3,TOTAL,S3TOTAL,Rhus_natalensis,0,0,0,20,0,0,0,20
5,2013,S,3,TOTAL,S3TOTAL,Teclea_nobilis,0,0,0,1,0,0,0,1
5,2013,S,3,TOTAL,S3TOTAL,Ziziphus_mucronata,0,3,3,3,0,0,0,6
6,2014,C,1,MEGA,C1MEGA,Acacia_brevispica,0,0,0,6,12,3,3,24
6,2014,C,1,MEGA,C1MEGA,Acacia_etbaica,0,23,23,46,73,46,21,209
6,2014,C,1,MEGA,C1MEGA,Acacia_mellifera,0,8,8,5,6,2,2,23
6,2014,C,1,MEGA,C1MEGA,Acacia_tortilis,0,0,0,1,0,0,0,1
6,2014,C,1,MEGA,C1MEGA,Balanites_rotundifolia,0,0,0,0,0,0,1,1
6,2014,C,1,MEGA,C1MEGA,Boscia_angustifolia,0,1,1,1,1,0,0,3
6,2014,C,1,MEGA,C1MEGA,Commiphora_habessinica,0,5,5,1,1,0,0,7
6,2014,C,1,MEGA,C1MEGA,Croton_dichogamus,0,2,2,3,3,0,0,8
6,2014,C,1,MEGA,C1MEGA,Grewia_kakothamnos,0,2,2,4,2,0,0,8
6,2014,C,1,MEGA,C1MEGA,Maerua_angolensis,0,1,1,0,0,0,0,1
6,2014,C,1,MEGA,C1MEGA,NONE,0,0,0,0,0,0,0,0
6,2014,C,1,MESO,C1MESO,Acacia_brevispica,8,14,22,28,43,11,42,146
6,2014,C,1,MESO,C1MESO,Acacia_etbaica,0,26,26,51,73,34,31,215
6,2014,C,1,MESO,C1MESO,Acacia_mellifera,0,2,2,7,19,6,3,37
6,2014,C,1,MESO,C1MESO,Acacia_tortilis,0,0,0,0,1,0,0,1
6,2014,C,1,MESO,C1MESO,Balanites_rotundifolia,0,0,0,0,0,0,3,3
6,2014,C,1,MESO,C1MESO,Boscia_angustifolia,0,0,0,1,0,2,2,5
6,2014,C,1,MESO,C1MESO,Commiphora_habessinica,0,0,0,2,0,0,0,2
6,2014,C,1,MESO,C1MESO,Croton_dichogamus,3,2,5,43,15,2,0,65
6,2014,C,1,MESO,C1MESO,Grewia_kakothamnos,0,1,1,7,14,0,2,24
6,2014,C,1,MESO,C1MESO,Lycium_europaeum,0,0,0,1,0,0,0,1
6,2014,C,1,MESO,C1MESO,NONE,0,0,0,0,0,0,0,0
6,2014,C,1,OPEN,C1OPEN,Acacia_brevispica,0,11,11,42,14,1,1,69
6,2014,C,1,OPEN,C1OPEN,Acacia_etbaica,0,19,19,46,54,12,4,135
6,2014,C,1,OPEN,C1OPEN,Acacia_mellifera,0,32,32,26,17,2,1,78
6,2014,C,1,OPEN,C1OPEN,Acacia_tortilis,0,1,1,1,0,0,0,2
6,2014,C,1,OPEN,C1OPEN,Balanites_rotundifolia,0,2,2,0,1,1,0,4
6,2014,C,1,OPEN,C1OPEN,Boscia_angustifolia,0,0,0,3,3,1,0,7
6,2014,C,1,OPEN,C1OPEN,Commiphora_habessinica,0,1,1,0,0,0,0,1
6,2014,C,1,OPEN,C1OPEN,Cordia_monoica,0,1,1,0,0,0,0,1
6,2014,C,1,OPEN,C1OPEN,Croton_dichogamus,0,9,9,20,1,0,0,30
6,2014,C,1,OPEN,C1OPEN,Grewia_kakothamnos,0,10,10,7,1,1,0,19
6,2014,C,1,OPEN,C1OPEN,Lycium_europaeum,0,0,0,1,0,0,0,1
6,2014,C,1,OPEN,C1OPEN,NONE,0,0,0,0,0,0,0,0
6,2014,C,1,TOTAL,C1TOTAL,Acacia_brevispica,4,6,10,48,109,34,23,224
6,2014,C,1,TOTAL,C1TOTAL,Acacia_etbaica,0,12,12,51,75,46,39,223
6,2014,C,1,TOTAL,C1TOTAL,Acacia_mellifera,0,8,8,35,56,23,14,136
6,2014,C,1,TOTAL,C1TOTAL,Acacia_nilotica,0,0,0,0,1,0,0,1
6,2014,C,1,TOTAL,C1TOTAL,Balanites_rotundifolia,0,0,0,1,1,0,0,2
6,2014,C,1,TOTAL,C1TOTAL,Boscia_angustifolia,1,0,1,4,1,0,0,6
6,2014,C,1,TOTAL,C1TOTAL,Commiphora_habessinica,0,0,0,11,0,0,0,11
6,2014,C,1,TOTAL,C1TOTAL,Croton_dichogamus,0,5,5,30,22,3,1,61
6,2014,C,1,TOTAL,C1TOTAL,Grewia_kakothamnos,0,11,11,56,29,5,2,103
6,2014,C,1,TOTAL,C1TOTAL,Lycium_europaeum,0,0,0,1,1,0,0,2
6,2014,C,1,TOTAL,C1TOTAL,Maerua_angolensis,0,0,0,1,0,0,0,1
6,2014,C,2,MEGA,C2MEGA,Acacia_brevispica,0,1,1,5,22,4,4,36
6,2014,C,2,MEGA,C2MEGA,Acacia_etbaica,0,49,49,25,55,15,10,154
6,2014,C,2,MEGA,C2MEGA,Acacia_mellifera,1,2,3,1,3,0,3,10
6,2014,C,2,MEGA,C2MEGA,Acacia_tortilis,0,1,1,1,0,0,0,2
6,2014,C,2,MEGA,C2MEGA,Boscia_angustifolia,0,1,1,0,1,1,1,4
6,2014,C,2,MEGA,C2MEGA,Commiphora_habessinica,0,13,13,2,1,0,0,16
6,2014,C,2,MEGA,C2MEGA,Cordia_monoica,0,1,1,0,0,0,0,1
6,2014,C,2,MEGA,C2MEGA,Croton_dichogamus,0,0,0,1,0,0,0,1
6,2014,C,2,MEGA,C2MEGA,Grewia_kakothamnos,0,0,0,5,1,0,0,6
6,2014,C,2,MEGA,C2MEGA,Lycium_europaeum,0,3,3,0,1,0,0,4
6,2014,C,2,MESO,C2MESO,Acacia_brevispica,0,2,2,10,21,10,9,52
6,2014,C,2,MESO,C2MESO,Acacia_etbaica,0,14,14,27,57,23,9,130
6,2014,C,2,MESO,C2MESO,Acacia_mellifera,0,2,2,1,5,4,6,18
6,2014,C,2,MESO,C2MESO,Acacia_tortilis,0,0,0,5,2,0,0,7
6,2014,C,2,MESO,C2MESO,Balanites_rotundifolia,0,4,4,0,1,0,2,7
6,2014,C,2,MESO,C2MESO,Boscia_angustifolia,0,1,1,1,0,0,0,2
6,2014,C,2,MESO,C2MESO,Commiphora_habessinica,0,2,2,1,0,0,0,3
6,2014,C,2,MESO,C2MESO,Cordia_monoica,0,0,0,1,0,0,0,1
6,2014,C,2,MESO,C2MESO,Grewia_kakothamnos,0,0,0,4,2,0,0,6
6,2014,C,2,MESO,C2MESO,Lycium_europaeum,0,0,0,0,1,0,0,1
6,2014,C,2,OPEN,C2OPEN,Acacia_brevispica,0,10,10,5,3,0,0,18
6,2014,C,2,OPEN,C2OPEN,Acacia_etbaica,1,24,25,22,51,11,5,114
6,2014,C,2,OPEN,C2OPEN,Acacia_mellifera,0,5,5,3,13,2,3,26
6,2014,C,2,OPEN,C2OPEN,Acacia_tortilis,0,1,1,0,0,0,0,1
6,2014,C,2,OPEN,C2OPEN,Boscia_angustifolia,0,1,1,0,2,0,0,3
6,2014,C,2,OPEN,C2OPEN,Cadaba_farinosa,0,0,0,0,1,0,0,1
6,2014,C,2,OPEN,C2OPEN,Commiphora_habessinica,0,3,3,0,0,0,0,3
6,2014,C,2,OPEN,C2OPEN,Croton_dichogamus,0,0,0,4,0,0,0,4
6,2014,C,2,OPEN,C2OPEN,Grewia_kakothamnos,0,1,1,0,0,0,0,1
6,2014,C,2,OPEN,C2OPEN,Lycium_europaeum,0,6,6,1,0,0,0,7
6,2014,C,2,OPEN,C2OPEN,Opuntia_ficus-indica,0,2,2,0,0,0,0,2
6,2014,C,2,OPEN,C2OPEN,Pyrostria_phyllanthoidea,0,1,1,0,0,0,0,1
6,2014,C,2,TOTAL,C2TOTAL,Acacia_brevispica,0,1,1,49,72,30,15,167
6,2014,C,2,TOTAL,C2TOTAL,Acacia_etbaica,3,17,20,79,78,43,8,228
6,2014,C,2,TOTAL,C2TOTAL,Acacia_mellifera,0,17,17,18,28,16,4,83
6,2014,C,2,TOTAL,C2TOTAL,Acacia_tortilis,0,0,0,2,0,0,0,2
6,2014,C,2,TOTAL,C2TOTAL,Balanites_rotundifolia,0,1,1,1,1,0,4,7
6,2014,C,2,TOTAL,C2TOTAL,Boscia_angustifolia,0,1,1,6,0,0,0,7
6,2014,C,2,TOTAL,C2TOTAL,Commiphora_habessinica,0,5,5,7,1,0,0,13
6,2014,C,2,TOTAL,C2TOTAL,Croton_dichogamus,0,4,4,55,21,1,0,81
6,2014,C,2,TOTAL,C2TOTAL,Grewia_kakothamnos,0,4,4,15,7,2,0,28
6,2014,C,2,TOTAL,C2TOTAL,Lycium_europaeum,0,1,1,4,1,0,0,6
6,2014,C,3,MEGA,C3MEGA,Acacia_brevispica,0,6,6,51,107,21,1,186
6,2014,C,3,MEGA,C3MEGA,Acacia_etbaica,0,33,33,34,44,17,9,137
6,2014,C,3,MEGA,C3MEGA,Acacia_mellifera,0,5,5,2,7,4,1,19
6,2014,C,3,MEGA,C3MEGA,Balanites_rotundifolia,0,0,0,0,2,0,0,2
6,2014,C,3,MEGA,C3MEGA,Boscia_angustifolia,0,0,0,1,1,3,0,5
6,2014,C,3,MEGA,C3MEGA,Commiphora_habessinica,0,3,3,4,0,0,0,7
6,2014,C,3,MEGA,C3MEGA,Croton_dichogamus,40,4,44,43,22,0,0,109
6,2014,C,3,MEGA,C3MEGA,Grewia_kakothamnos,0,3,3,19,14,0,0,36
6,2014,C,3,MEGA,C3MEGA,Lycium_europaeum,0,0,0,8,2,0,0,10
6,2014,C,3,MEGA,C3MEGA,Pyrostria_phyllanthoidea,0,0,0,0,0,2,0,2
6,2014,C,3,MEGA,C3MEGA,Teclea_nobilis,0,0,0,0,1,0,0,1
6,2014,C,3,MESO,C3MESO,Acacia_brevispica,0,3,3,19,47,4,1,74
6,2014,C,3,MESO,C3MESO,Acacia_etbaica,12,38,50,56,54,3,1,164
6,2014,C,3,MESO,C3MESO,Acacia_mellifera,0,8,8,9,5,4,2,28
6,2014,C,3,MESO,C3MESO,Acacia_tortilis,0,0,0,0,0,1,0,1
6,2014,C,3,MESO,C3MESO,Boscia_angustifolia,0,0,0,1,1,0,1,3
6,2014,C,3,MESO,C3MESO,Commiphora_habessinica,0,0,0,7,0,0,0,7
6,2014,C,3,MESO,C3MESO,Croton_dichogamus,0,2,2,30,8,0,0,40
6,2014,C,3,MESO,C3MESO,Grewia_kakothamnos,0,0,0,3,1,0,0,4
6,2014,C,3,MESO,C3MESO,Lycium_europaeum,0,0,0,1,0,0,0,1
6,2014,C,3,MESO,C3MESO,NONE,0,0,0,0,0,0,0,0
6,2014,C,3,OPEN,C3OPEN,Acacia_brevispica,0,19,19,118,28,1,1,167
